"year","year_rank","group_name","artist","song_name","id"
1968.0,80.0,"Turtles","Turtles","Elenore",1296.0
1968.0,81.0,"Cream","Cream","White Room",1297.0
1968.0,82.0,"Marvin Gaye and Tammi Terrell","Marvin Gaye","You're All I Need To Get By",1298.0
1968.0,82.0,"Marvin Gaye and Tammi Terrell","Tammi Terrell","You're All I Need To Get By",1299.0
1968.0,83.0,"Foundations","Foundations","Baby, Now That I've Found You",1300.0
1968.0,84.0,"Sweet Inspirations","Sweet Inspirations","Sweet Inspiration",1301.0
1968.0,85.0,"Smokey Robinson and The Miracles","Smokey Robinson and The Miracles","If You Can Want",1302.0
1968.0,86.0,"Mills Brothers","Mills Brothers","Cab Driver",1303.0
1968.0,87.0,"Chambers Brothers","Chambers Brothers","Time Has Come Today",1304.0
1968.0,88.0,"Dionne Warwick","Dionne Warwick","Do You Know The Way To San Jose",1305.0
1968.0,89.0,"Simon and Garfunkel","Simon and Garfunkel","Scarborough Fair / Canticle",1306.0
1968.0,90.0,"James Brown and The Famous Flames","James Brown and The Famous Flames","Say It Loud I'm Black And I'm Proud",1307.0
1968.0,91.0,"Manfred Mann","Manfred Mann","The Mighty Quinn",1308.0
1968.0,92.0,"Shorty Long","Shorty Long","Here Comes The Judge",1309.0
1968.0,93.0,"Aretha Franklin","Aretha Franklin","I Say A Little Prayer",1310.0
1968.0,94.0,"Aretha Franklin","Aretha Franklin","Think",1311.0
1968.0,95.0,"Gary Lewis and The Playboys","Gary Lewis and The Playboys","Sealed With A Kiss",1312.0
1968.0,96.0,"Big Brother and The Holding Company","Big Brother and The Holding Company","Piece Of My Heart",1313.0
1968.0,97.0,"Creedence Clearwater Revival","Creedence Clearwater Revival","Suzie Q.",1314.0
1968.0,98.0,"American Breed","American Breed","Bend Me Shape",1315.0
1968.0,99.0,"Jerry Butler","Jerry Butler","Hey, Western Union Man",1316.0
1968.0,100.0,"Jerry Butler","Jerry Butler","Never Give You Up",1317.0
1969.0,1.0,"Archies","Archies","Sugar, Sugar",1318.0
1969.0,2.0,"Fifth Dimension","Fifth Dimension","Aquarius / Let The Sunshine In",1319.0
1969.0,3.0,"Temptations","Temptations","I Can't Get Next To You",1320.0
1969.0,4.0,"Rolling Stones","Rolling Stones","Honky Tonk Women",1321.0
1969.0,5.0,"Sly and The Family Stone","Sly and The Family Stone","Everyday People",1322.0
1969.0,6.0,"Tommy Roe","Tommy Roe","Dizzy",1323.0
1969.0,7.0,"Sly and The Family Stone","Sly and The Family Stone","Hot Fun In The Summertime",1324.0
1969.0,8.0,"Tom Jones","Tom Jones","I'll Never Fall In Love Again",1325.0
1969.0,9.0,"Foundations","Foundations","Build Me Up Buttercup",1326.0
1969.0,10.0,"Tommy James and The Shondells","Tommy James and The Shondells","Crimson And Clover",1327.0
1969.0,11.0,"Three Dog Night","Three Dog Night","One",1328.0
1969.0,12.0,"Tommy James and The Shondells","Tommy James and The Shondells","Crystal Blue Persuasion",1329.0
1969.0,13.0,"Cowsills","Cowsills","Hair",1330.0
1969.0,14.0,"Marvin Gaye","Marvin Gaye","Too Busy Thinking About My Baby",1331.0
1969.0,15.0,"Henry Mancini and His Orch.","Henry Mancini and His Orch.","Love Theme From Romeo And Juliet",1332.0
1969.0,16.0,"Youngbloods","Youngbloods","Get Together",1333.0
1969.0,17.0,"Friends Of Distinction","Friends Of Distinction","Grazin' In The Grass",1334.0
1969.0,18.0,"Elvis Presley","Elvis Presley","Suspicious Minds",1335.0
1969.0,19.0,"Creedence Clearwater Revival","Creedence Clearwater Revival","Proud Mary",1336.0
1969.0,20.0,"Jr. Walker and The All Stars","Jr. Walker and The All Stars","What Does It Take (To Win Your Love)",1337.0
1969.0,21.0,"Isley Brothers","Isley Brothers","It's Your Thing",1338.0
1969.0,22.0,"Neil Diamond","Neil Diamond","Sweet Caroline",1339.0
1969.0,23.0,"Oliver","Oliver","Jean",1340.0
1969.0,24.0,"Creedence Clearwater Revival","Creedence Clearwater Revival","Bad Moon Rising",1341.0
1969.0,25.0,"Beatles","Beatles","Get Back",1342.0
1969.0,26.0,"Zager and Evans","Zager and Evans","In The Year 2525",1343.0
1969.0,27.0,"Blood, Sweat and Tears","Blood, Sweat and Tears","Spinning Wheel",1344.0
1969.0,28.0,"Andy Kim","Andy Kim","Baby, I Love You",1345.0
1969.0,29.0,"Friends Of Distinction","Friends Of Distinction","Going In Circles",1346.0
1969.0,30.0,"Lettermen","Lettermen","Hurt So Bad",1347.0
1969.0,31.0,"Creedence Clearwater Revival","Creedence Clearwater Revival","Green River",1348.0
1969.0,32.0,"Stevie Wonder","Stevie Wonder","My Cherie Amour",1349.0
1969.0,33.0,"Three Dog Night","Three Dog Night","Easy To Be Hard",1350.0
1969.0,34.0,"Smith","Smith","Baby It's You",1351.0
1969.0,35.0,"Elvis Presley","Elvis Presley","In The Ghetto",1352.0
1969.0,36.0,"Johnny Cash","Johnny Cash","A Boy Named Sue",1353.0
1969.0,37.0,"Smokey Robinson and The Miracles","Smokey Robinson and The Miracles","Baby, Baby Don't Cry",1354.0
1969.0,38.0,"Jerry Butler","Jerry Butler","Only The Strong Survive",1355.0
1969.0,39.0,"Zombies","Zombies","Time Of The Season",1356.0
1969.0,40.0,"Fifth Dimension","Fifth Dimension","Wedding Bell Blues",1357.0
1969.0,41.0,"Bobby Sherman","Bobby Sherman","Little Woman",1358.0
1969.0,42.0,"Mercy","Mercy","Love (Can Make You Happy)",1359.0
1969.0,43.0,"Oliver","Oliver","Good Morning Starshine",1360.0
1969.0,44.0,"Guess Who","Guess Who","These Eyes",1361.0
1969.0,45.0,"Blood, Sweat and Tears","Blood, Sweat and Tears","You've Made Me So Very Happy",1362.0
1969.0,46.0,"Jackie DeShannon","Jackie DeShannon","Put A Little Love In Your Heart",1363.0
1969.0,47.0,"Watts 103rd Street Rhythm Band","Watts 103rd Street Rhythm Band","Do Your Thing",1364.0
1969.0,48.0,"Grass Roots","Grass Roots","I'd Wait A Million Years",1365.0
1969.0,49.0,"Doors","Doors","Touch Me",1366.0
1969.0,50.0,"Spiral Starecase","Spiral Starecase","More Today Than Yesterday",1367.0
1969.0,51.0,"Sammy Davis Jr.","Sammy Davis Jr.","I've Gotta Be Me",1368.0
1969.0,52.0,"Bob Dylan","Bob Dylan","Lay Lady Lay",1369.0
1969.0,53.0,"Donovan","Donovan","Atlantis",1370.0
1969.0,54.0,"Dennis Yost and The Classics IV","Dennis Yost and The Classics IV","Traces",1371.0
1969.0,55.0,"Mama Cass Elliot","Mama Cass Elliot","It's Getting Better",1372.0
1969.0,56.0,"Jay and The Americans","Jay and The Americans","This Magic Moment",1373.0
1969.0,57.0,"Temptations","Temptations","Run Away Child, Running Wild",1374.0
1969.0,58.0,"Ventures","Ventures","Hawaii Five-O",1375.0
1969.0,59.0,"Glen Campbell","Glen Campbell","Galveston",1376.0
1969.0,60.0,"Lou Christie","Lou Christie","I'm Gonna Make You Mine",1377.0
1969.0,61.0,"Ray Stevens","Ray Stevens","Gitarzan",1378.0
1969.0,62.0,"Tyrone Davis","Tyrone Davis","Can I Change My Mind",1379.0
1969.0,63.0,"Booker T and The MG's","Booker T and The MG's","Time Is Tight",1380.0
1969.0,64.0,"Dionne Warwick","Dionne Warwick","This Girl's In Love With You",1381.0
1969.0,65.0,"Winstons","Winstons","Color Him Father",1382.0
1969.0,66.0,"Sonny Charles and The Checkmates, Ltd.","Sonny Charles and The Checkmates, Ltd.","Black Pearl",1383.0
1969.0,67.0,"1910 Fruitgum Company","1910 Fruitgum Company","Indian Giver",1384.0
1969.0,68.0,"James Brown","James Brown","Mother Popcorn (Part I)",1385.0
1969.0,69.0,"Edwin Starr","Edwin Starr","Twenty-five Miles",1386.0
1969.0,70.0,"New Colony Six","New Colony Six","Things I'd Like To Say",1387.0
1969.0,71.0,"Motherlode","Motherlode","When I Die",1388.0
1969.0,72.0,"Marvin Gaye","Marvin Gaye","That's The Way Love Is",1389.0
1969.0,73.0,"Nilsson","Nilsson","Everybody's Talkin'",1390.0
1969.0,74.0,"Brooklyn Bridge","Brooklyn Bridge","Worst That Could Happen",1391.0
1969.0,75.0,"Joe Simon","Joe Simon","Chokin' Kind",1392.0
1969.0,76.0,"Flying Machine","Flying Machine","Smile A Little Smile For Me",1393.0
1969.0,77.0,"Tony Joe White","Tony Joe White","Polk Salad Annie",1394.0
1969.0,78.0,"Kenny Rogers and The First Edition","Kenny Rogers and The First Edition","Ruby, Don't Take Your Love To Town",1395.0
1969.0,79.0,"Joe South","Joe South","Games People Play",1396.0
1969.0,80.0,"Turtles","Turtles","You Showed Me",1397.0
1969.0,81.0,"Cuff Links","Cuff Links","Tracy",1398.0
1969.0,82.0,"Dells","Dells","Oh, What A Night",1399.0
1969.0,83.0,"Beatles","Beatles","Something",1400.0
1969.0,84.0,"Gary Puckett and The Union Gap","Gary Puckett and The Union Gap","This Girl Is A Woman Now",1401.0
1969.0,85.0,"Beatles","Beatles","Come Together",1402.0
1969.0,86.0,"Seger System","Seger System","Ramblin' Gamblin' Man Bob",1403.0
1969.0,87.0,"Diana Ross and The Supremes","Diana Ross and The Supremes","I'm Gonna Make You Love Me",1404.0
1969.0,88.0,"Marvin Gaye","Marvin Gaye","I Heard It Through The Grapevine",1405.0
1969.0,89.0,"Crazy Elephant","Crazy Elephant","Gimme Gimme Good Lovin'",1406.0
1969.0,90.0,"Booker T and The MG's","Booker T and The MG's","Hang 'Em High",1407.0
1969.0,91.0,"Lou Rawls","Lou Rawls","Your Good Thing (Is About To End)",1408.0
1969.0,92.0,"Originals","Originals","Baby I'm For Real",1409.0
1969.0,93.0,"Edwin Hawkins Singers","Edwin Hawkins Singers","Oh Happy Day",1410.0
1969.0,94.0,"Tom Jones","Tom Jones","Love Me Tonight",1411.0
1969.0,95.0,"Paul Revere and The Raiders","Paul Revere and The Raiders","Mr. Sun, Mr. Moon",1412.0
1969.0,96.0,"Guess Who","Guess Who","Laughing",1413.0
1969.0,97.0,"David Ruffin","David Ruffin","My Whole World Ended (The Moment You Left Me)",1414.0
1969.0,98.0,"Box Tops","Box Tops","Soul Deep",1415.0
1969.0,99.0,"B.J. Thomas","B.J. Thomas","Hooked On A Feeling",1416.0
1969.0,100.0,"Box Tops","Box Tops","Sweet Cream Ladies",1417.0
1970.0,1.0,"Simon and Garfunkel","Simon and Garfunkel","Bridge Over Troubled Water",1418.0
1970.0,2.0,"Carpenters","Carpenters","(They Long To Be) Close To You",1419.0
1970.0,3.0,"Guess Who","Guess Who","American Woman / No Sugar Tonight",1420.0
1970.0,4.0,"B.J. Thomas","B.J. Thomas","Raindrops Keep Fallin' On My Head",1421.0
1970.0,5.0,"Edwin Starr","Edwin Starr","War",1422.0
1970.0,6.0,"Diana Ross","Diana Ross","Ain't No Mountain High Enough",1423.0
1970.0,7.0,"Jackson 5","Jackson 5","I'll Be There",1424.0
1970.0,8.0,"Rare Earth","Rare Earth","Get Ready",1425.0
1970.0,9.0,"Beatles","Beatles","Let It Be",1426.0
1970.0,10.0,"Freda Payne","Freda Payne","Band Of Gold",1427.0
1970.0,11.0,"Three Dog Night","Three Dog Night","Mama Told Me (Not To Come)",1428.0
1970.0,12.0,"Ray Stevens","Ray Stevens","Everything Is Beautiful",1429.0
1970.0,13.0,"Bread","Bread","Make It With You",1430.0
1970.0,14.0,"Vanity Fair","Vanity Fair","Hitchin' A Ride",1431.0
1970.0,15.0,"Jackson 5","Jackson 5","ABC",1432.0
1970.0,16.0,"Jackson 5","Jackson 5","The Love You Save",1433.0
1970.0,17.0,"Neil Diamond","Neil Diamond","Cracklin' Rose",1434.0
1970.0,18.0,"Dawn","Dawn","Candida",1435.0
1970.0,19.0,"Sly and The Family Stone","Sly and The Family Stone","Thank You (Fallettin Me Be Mice Elf Again)",1436.0
1970.0,20.0,"Eric Burdon and War","Eric Burdon and War","Spill The Wine",1437.0
1970.0,21.0,"Five Stairsteps","Five Stairsteps","O-o-h Child",1438.0
1970.0,22.0,"Norman Greenbaum","Norman Greenbaum","Spirit In The Sky",1439.0
1970.0,23.0,"Melanie and The Edwin Hawkins Singers","Melanie and The Edwin Hawkins Singers","Lay Down (Candles In The Rain)",1440.0
1970.0,24.0,"Temptations","Temptations","Ball Of Confusion (That's What The World Is Today)",1441.0
1970.0,25.0,"Moments","Moments","Love On A Two Way Street",1442.0
1970.0,26.0,"Poppy Family","Poppy Family","Which Way You Goin' Billy?",1443.0
1970.0,27.0,"Free","Free","All Right Now",1444.0
1970.0,28.0,"Jackson 5","Jackson 5","I Want You Back",1445.0
1970.0,29.0,"Bobby Sherman","Bobby Sherman","Julie, Do Ya Love Me",1446.0
1970.0,30.0,"Sugarloaf","Sugarloaf","Green-eyed Lady",1447.0
1970.0,31.0,"Stevie Wonder","Stevie Wonder","Signed Sealed, Delivered (I'm Yours)",1448.0
1970.0,32.0,"Blues Image","Blues Image","Ride Captain Ride",1449.0
1970.0,33.0,"Shocking Blue","Shocking Blue","Venus",1450.0
1970.0,34.0,"John Ono Lennon","John Ono Lennon","Instant Karma (We All Shine On)",1451.0
1970.0,35.0,"Clarence Carter","Clarence Carter","Patches",1452.0
1970.0,36.0,"Creedence Clearwater Revival","Creedence Clearwater Revival","Lookin' Out My Back Door / Long As I Can See The Light",1453.0
1970.0,37.0,"Brook Benton","Brook Benton","Rainy Night In Georgia",1454.0
1970.0,38.0,"Kenny Rogers and The First Edition","Kenny Rogers and The First Edition","Something's Burning",1455.0
1970.0,39.0,"Chairmen Of The Board","Chairmen Of The Board","Give Me Just A Little More Time",1456.0
1970.0,40.0,"Edison Lighthouse","Edison Lighthouse","Love Grows (Where My Rosemary Goes)",1457.0
1970.0,41.0,"Beatles","Beatles","The Long And Winding Road / For You Blue",1458.0
1970.0,42.0,"Anne Murray","Anne Murray","Snowbird",1459.0
1970.0,43.0,"Marmalade","Marmalade","Reflections Of My Life",1460.0
1970.0,44.0,"Eddie Holman","Eddie Holman","Hey There Lonely Girl",1461.0
1970.0,45.0,"Jaggerz","Jaggerz","The Rapper",1462.0
1970.0,46.0,"Hollies","Hollies","He Ain't Heavy, He's My Brother",1463.0
1970.0,47.0,"Alive and Kicking","Alive and Kicking","Tighter, Tighter",1464.0
1970.0,48.0,"Badfinger","Badfinger","Come And Get It",1465.0
1970.0,49.0,"Simon and Garfunkel","Simon and Garfunkel","Cecelia",1466.0
1970.0,50.0,"Charles Wright and The Watts 103rd Street Rhythm Band","Charles Wright and The Watts 103rd Street Rhythm Band","Love Land",1467.0
1970.0,51.0,"Tyrone Davis","Tyrone Davis","Turn Back The Hands Of Time",1468.0
1970.0,52.0,"Kinks","Kinks","Lola",1469.0
1970.0,53.0,"Mungo Jerry","Mungo Jerry","In The Summertime",1470.0
1970.0,54.0,"R. Dean Taylor","R. Dean Taylor","Indiana Wants Me",1471.0
1970.0,55.0,"Rare Earth","Rare Earth","(I Know) I'm Losing You",1472.0
1970.0,56.0,"Bobby Sherman","Bobby Sherman","Easy Come, Easy Go",1473.0
1970.0,57.0,"Charles Wright and The Watts 103rd Street Rhythm Band","Charles Wright and The Watts 103rd Street Rhythm Band","Express Yourself",1474.0
1970.0,58.0,"Four Tops","Four Tops","Still Water (Love)",1475.0
1970.0,59.0,"Chicago","Chicago","Make Me Smile",1476.0
1970.0,60.0,"Frijid Pink","Frijid Pink","House Of The Rising Sun",1477.0
1970.0,61.0,"Chicago","Chicago","25 Or 6 To 4",1478.0
1970.0,62.0,"White Plains","White Plains","My Baby Loves Lovin'",1479.0
1970.0,63.0,"Friends Of Distinction","Friends Of Distinction","Love Or Let Me Be Lonely",1480.0
1970.0,64.0,"Brotherhood Of Man","Brotherhood Of Man","United We Stand",1481.0
1970.0,65.0,"Carpenters","Carpenters","We've Only Just Begun",1482.0
1970.0,66.0,"Mark Lindsay","Mark Lindsay","Arizona",1483.0
1970.0,67.0,"James Taylor","James Taylor","Fire And Rain",1484.0
1970.0,68.0,"Gene Chandler","Gene Chandler","Groovy Situation",1485.0
1970.0,69.0,"Santana","Santana","Evil Ways",1486.0
1970.0,70.0,"Guess Who","Guess Who","No Time",1487.0
1970.0,71.0,"Delfonics","Delfonics","Didn't I (Blow Your Mind This Time)",1488.0
1970.0,72.0,"Elvis Presley","Elvis Presley","The Wonder Of You / Mama Liked The Roses",1489.0
1970.0,73.0,"Creedence Clearwater Revival","Creedence Clearwater Revival","Up Around The Bend / Run Through The Jungle",1490.0
1970.0,74.0,"Ronnie Dyson","Ronnie Dyson","(If You Let Me Make Love To You Then) Why Can't I Touch You",1491.0
1970.0,75.0,"B.J. Thomas","B.J. Thomas","I Just Can't Help Believing",1492.0
1970.0,76.0,"Spinners","Spinners","It's A Shame",1493.0
1970.0,77.0,"Bobbi Martin","Bobbi Martin","For The Love Of Him",1494.0
1970.0,78.0,"Mountain","Mountain","Mississippi Queen",1495.0
1970.0,79.0,"Ike and Tina Turner","Ike and Tina Turner","I Want To Take You Higher",1496.0
1970.0,80.0,"Joe Cocker","Joe Cocker","The Letter",1497.0
1970.0,81.0,"Tee Set","Tee Set","Ma Belle Amie",1498.0
1970.0,82.0,"Originals","Originals","The Bells",1499.0
1970.0,83.0,"Christie","Christie","Yellow River",1500.0
1970.0,84.0,"100 Proof Aged In Soul","100 Proof Aged In Soul","Somebody's Been Sleeping",1501.0
1970.0,85.0,"Ides Of March","Ides Of March","Vehicle",1502.0
1970.0,86.0,"Pipkins","Pipkins","Gimme Dat Ding",1503.0
1970.0,87.0,"Robin Mcnamara","Robin Mcnamara","Lay A Little Lovin' On Me",1504.0
1970.0,88.0,"Supremes","Supremes","Up The Ladder To The Roof",1505.0
1970.0,89.0,"Creedence Clearwater Revival","Creedence Clearwater Revival","Travelin' Band / Who'll Stop The Rain",1506.0
1970.0,90.0,"Sandpipers","Sandpipers","Come Saturday Morning",1507.0
1970.0,91.0,"Temptations","Temptations","Psychedelic Shack",1508.0
1970.0,92.0,"Tom Jones","Tom Jones","Without Love (There Is Nothing)",1509.0
1970.0,93.0,"Pacific Gas and Electric","Pacific Gas and Electric","Are You Ready?",1510.0
1970.0,94.0,"Crosby, Stills, Nash and Young","Crosby, Stills, Nash and Young","Woodstock",1511.0
1970.0,95.0,"Dionne Warwick","Dionne Warwick","I'll Never Fall In Love Again",1512.0
1970.0,96.0,"New Seekers","New Seekers","Look What They've Done To My Song Ma",1513.0
1970.0,97.0,"Joe South","Joe South","Walk A Mile In My Shoes",1514.0
1970.0,98.0,"B.B. King","B.B. King","The Thrill Is Gone",1515.0
1970.0,99.0,"Glen Campbell","Glen Campbell","It's Only Make Believe",1516.0
1970.0,100.0,"Aretha Franklin","Aretha Franklin","Call Me",1517.0
1971.0,1.0,"Three Dog Night","Three Dog Night","Joy To The World",1518.0
1971.0,2.0,"Rod Stewart","Rod Stewart","Maggie May / (Find A) Reason To Believe",1519.0
1971.0,3.0,"Carole King","Carole King","It's Too Late / I Feel The Earth Move",1520.0
1971.0,4.0,"Osmonds","Osmonds","One Bad Apple",1521.0
1971.0,5.0,"Bee Gees","Bee Gees","How Can You Mend A Broken Heart",1522.0
1971.0,6.0,"Raiders","Raiders","Indian Reservation",1523.0
1971.0,7.0,"Donny Osmond","Donny Osmond","Go Away Little Girl",1524.0
1971.0,8.0,"John Denver","John Denver","Take Me Home, Country Roads",1525.0
1971.0,9.0,"Temptations","Temptations","Just My Imagination (Running Away With Me)",1526.0
1971.0,10.0,"Dawn","Dawn","Knock Three Times",1527.0
1971.0,11.0,"Janis Joplin","Janis Joplin","Me And Bobby McGee",1528.0
1971.0,12.0,"Al Green","Al Green","Tired Of Being Alone",1529.0
1971.0,13.0,"Honey Cone","Honey Cone","Want Ads",1530.0
1971.0,14.0,"Undisputed Truth","Undisputed Truth","Smiling Faces Sometimes",1531.0
1971.0,15.0,"Cornelius Brothers and Sister Rose","Cornelius Brothers and Sister Rose","Treat Her Like A Lady",1532.0
1971.0,16.0,"James Taylor","James Taylor","You've Got A Friend",1533.0
1971.0,17.0,"Jean Knight","Jean Knight","Mr. Big Stuff",1534.0
1971.0,18.0,"Rolling Stones","Rolling Stones","Brown Sugar",1535.0
1971.0,19.0,"Lee Michaels","Lee Michaels","Do You Know What I Mean",1536.0
1971.0,20.0,"Joan Baez","Joan Baez","The Night They Drove Old Dixie Down",1537.0
1971.0,21.0,"Marvin Gaye","Marvin Gaye","What's Going On",1538.0
1971.0,22.0,"Paul and Linda McCartney","Paul and Linda McCartney","Uncle Albert-Admiral Halsey",1539.0
1971.0,23.0,"Bill Withers","Bill Withers","Ain't No Sunshine",1540.0
1971.0,24.0,"Five Man Electrical Band","Five Man Electrical Band","Signs",1541.0
1971.0,25.0,"Tom Jones","Tom Jones","She's A Lady",1542.0
1971.0,26.0,"Murray Head and The Trinidad Singers","Murray Head and The Trinidad Singers","Superstar",1543.0
1971.0,27.0,"Free Movement","Free Movement","I Found Someone Of My Own",1544.0
1971.0,28.0,"Jerry Reed","Jerry Reed","Amos Moses",1545.0
1971.0,29.0,"Grass Roots","Grass Roots","Temptation Eyes",1546.0
1971.0,30.0,"Carpenters","Carpenters","Superstar",1547.0
1971.0,31.0,"George Harrison","George Harrison","My Sweet Lord / Isn't It A Pity",1548.0
1971.0,32.0,"Donny Osmond","Donny Osmond","Sweet And Innocent",1549.0
1971.0,33.0,"Ocean","Ocean","Put Your Hand In The Hand",1550.0
1971.0,34.0,"Daddy Dewdrop","Daddy Dewdrop","Chick-a-boom",1551.0
1971.0,35.0,"Carpenters","Carpenters","For All We Know",1552.0
1971.0,36.0,"Sammi Smith","Sammi Smith","Help Me Make It Through The Night",1553.0
1971.0,37.0,"Carpenters","Carpenters","Rainy Days And Mondays",1554.0
1971.0,38.0,"Gordon Lightfoot","Gordon Lightfoot","If You Could Read My Mind",1555.0
1971.0,39.0,"Cher","Cher","Gypsy, Tramps And Thieves",1556.0
1971.0,40.0,"Jackson 5","Jackson 5","Never Can Say Goodbye",1557.0
1971.0,41.0,"Lynn Anderson","Lynn Anderson","Rose Garden",1558.0
1971.0,42.0,"Hamilton, Joe Frank and Reynolds","Hamilton, Joe Frank and Reynolds","Don't Pull Your Love",1559.0
1971.0,43.0,"Ringo Starr","Ringo Starr","It Don't Come Easy",1560.0
1971.0,44.0,"Nitty Gritty Dirt Band","Nitty Gritty Dirt Band","Mr. Bojangles",1561.0
1971.0,45.0,"Fuzz","Fuzz","I Love You For All Seasons",1562.0
1971.0,46.0,"Dramatics","Dramatics","Whatcha See Is Whatcha Get",1563.0
1971.0,47.0,"Carly Simon","Carly Simon","That's The Way I've Always Heard It Should Be",1564.0
1971.0,48.0,"Stevie Wonder","Stevie Wonder","If You Really Love Me",1565.0
1971.0,49.0,"Aretha Franklin","Aretha Franklin","Spanish Harlem",1566.0
1971.0,50.0,"Helen Reddy","Helen Reddy","I Don't Know How To Love Him",1567.0
1971.0,51.0,"Osmonds","Osmonds","Yo-yo",1568.0
1971.0,52.0,"Aretha Franklin","Aretha Franklin","Bridge Over Troubled Water",1569.0
1971.0,53.0,"Partridge Family","Partridge Family","Doesn't Somebody Want To Be Wanted",1570.0
1971.0,54.0,"Tommy James","Tommy James","Draggin' The Line",1571.0
1971.0,55.0,"Ike and Tina Turner","Ike and Tina Turner","Proud Mary",1572.0
1971.0,56.0,"Chicago","Chicago","Beginnings / Color My World",1573.0
1971.0,57.0,"Bells","Bells","Stay Awhile",1574.0
1971.0,58.0,"Stampeders","Stampeders","Sweet City Woman",1575.0
1971.0,59.0,"Lobo","Lobo","Me And You And A Dog Named Boo",1576.0
1971.0,60.0,"Paul McCartney","Paul McCartney","Another Day / Oh Woman, Oh Why",1577.0
1971.0,61.0,"Bread","Bread","If",1578.0
1971.0,62.0,"Marvin Gaye","Marvin Gaye","Mercy Mercy Me (The Ecology)",1579.0
1971.0,63.0,"Brewer and Shipley","Brewer and Shipley","One Toke Over The Line",1580.0
1971.0,64.0,"8th Day","8th Day","She's Not Just Another Woman",1581.0
1971.0,65.0,"Freda Payne","Freda Payne","Bring The Boys Home",1582.0
1971.0,66.0,"Rare Earth","Rare Earth","I Just Want To Celebrate",1583.0
1971.0,67.0,"Delaney and Bonnie and Friends","Delaney and Bonnie and Friends","Never Ending Song Of Love",1584.0
1971.0,68.0,"Freddy Hart","Freddy Hart","Easy Loving",1585.0
1971.0,69.0,"Three Dog Night","Three Dog Night","Liar",1586.0
1971.0,70.0,"Honey Cone","Honey Cone","Stick-up",1587.0
1971.0,71.0,"Mac and Katie Kissoon","Mac and Katie Kissoon","Chirpy Chirpy Cheep Cheep",1588.0
1971.0,72.0,"Andy Williams","Andy Williams","Love Story (Where Do I Begin)",1589.0
1971.0,73.0,"Cat Stevens","Cat Stevens","Wild World",1590.0
1971.0,74.0,"Jerry Reed","Jerry Reed","When You're Hot, You're Hot",1591.0
1971.0,75.0,"Beginning Of The End","Beginning Of The End","Funky Nassau",1592.0
1971.0,76.0,"Olivia Newton-John","Olivia Newton-John","If Not For You",1593.0
1971.0,77.0,"King Floyd","King Floyd","Groove Me",1594.0
1971.0,78.0,"Bobby Goldsboro","Bobby Goldsboro","Watching Scotty Grow",1595.0
1971.0,79.0,"Matthews' Southern Comfort","Matthews' Southern Comfort","Woodstock",1596.0
1971.0,80.0,"Judy Collins","Judy Collins","Amazing Grace",1597.0
1971.0,81.0,"Dave Edmunds","Dave Edmunds","I Hear You Knocking",1598.0
1971.0,82.0,"Bee Gees","Bee Gees","Lonely Days",1599.0
1971.0,83.0,"Fortunes","Fortunes","Here Comes That Rainy Day Feeling Again",1600.0
1971.0,84.0,"Who","Who","Won't Get Fooled Again",1601.0
1971.0,85.0,"Denise Lasalle","Denise Lasalle","Trapped By A Thing Called Love",1602.0
1971.0,86.0,"Jackson 5","Jackson 5","Mama's Pearl",1603.0
1971.0,87.0,"Buoys","Buoys","Timothy",1604.0
1971.0,88.0,"Partridge Family","Partridge Family","I Woke Up In Love This Morning",1605.0
1971.0,89.0,"Isaac Hayes","Isaac Hayes","Theme From ""Shaft""",1606.0
1971.0,90.0,"Gladys Knight and The Pips","Gladys Knight and The Pips","If I Were Your Woman",1607.0
1971.0,91.0,"Neil Diamond","Neil Diamond","I Am..I Said",1608.0
1971.0,92.0,"Paul Stookey","Paul Stookey","Wedding Song (There Is Love)",1609.0
1971.0,93.0,"Wilson Pickett","Wilson Pickett","Don't Knock My Love, Pt. 1",1610.0
1971.0,94.0,"Doors","Doors","Love Her Madly",1611.0
1971.0,95.0,"Richie Havens","Richie Havens","Here Comes The Sun",1612.0
1971.0,96.0,"Wadsworth Mansion","Wadsworth Mansion","Sweet Mary",1613.0
1971.0,97.0,"Brenda and The Tabulations","Brenda and The Tabulations","Right On The Tip Of My Tongue",1614.0
1971.0,98.0,"Fifth Dimension","Fifth Dimension","One Less Bell To Answer",1615.0
1971.0,99.0,"Doors","Doors","Riders On The Storm",1616.0
1971.0,100.0,"Perry Como","Perry Como","It's Impossible",1617.0
1972.0,1.0,"Roberta Flack","Roberta Flack","The First Time Ever I Saw Your Face",1618.0
1972.0,2.0,"Gilbert O'Sullivan","Gilbert O'Sullivan","Alone Again (Naturally)",1619.0
1972.0,3.0,"Don McLean","Don McLean","American Pie",1620.0
1972.0,4.0,"Nilsson","Nilsson","Without You",1621.0
1972.0,5.0,"Sammy Davis Jr.","Sammy Davis Jr.","Candy Man",1622.0
1972.0,6.0,"Joe Tex","Joe Tex","I Gotcha",1623.0
1972.0,7.0,"Bill Withers","Bill Withers","Lean On Me",1624.0
1972.0,8.0,"Mac Davis","Mac Davis","Baby Don't Get Hooked On Me",1625.0
1972.0,9.0,"Melanie","Melanie","Brand New Key",1626.0
1972.0,10.0,"Wayne Newton","Wayne Newton","Daddy Dont You Walk So Fast",1627.0
1972.0,11.0,"Al Green","Al Green","Let's Stay Together",1628.0
